target,lot,step,max_l,mode,use_trix,net_profit,final_balance,max_dd_pct,harvest_count,total_trades,roi_pct
75.0,0.1,400.0,4,basket,False,2692.026367188191,12692.026367188191,43.32739652793544,257,1158,26.920263671881912
75.0,0.05,300.0,3,per_order,False,2658.0009765625473,12658.000976562547,25.14443389181099,210,1330,26.580009765625473
75.0,0.05,400.0,3,basket,False,2632.994140625011,12632.994140625011,21.88403247019313,170,1207,26.329941406250107
75.0,0.05,400.0,4,basket,False,2632.994140625011,12632.994140625011,21.88403247019313,170,1207,26.329941406250107
75.0,0.08,500.0,2,basket,False,2611.2023437505777,12611.202343750578,36.892064927835634,220,1125,26.112023437505776
75.0,0.08,500.0,4,basket,False,2611.2023437505777,12611.202343750578,36.892064927835634,220,1125,26.112023437505776
75.0,0.08,500.0,3,basket,False,2611.2023437505777,12611.202343750578,36.892064927835634,220,1125,26.112023437505776
75.0,0.05,300.0,4,per_order,False,2608.000976562558,12608.000976562558,25.638041635378773,210,1331,26.080009765625583
50.0,0.1,400.0,2,basket,True,2596.00146484423,12596.00146484423,25.386616466643396,258,900,25.960014648442304
50.0,0.1,400.0,4,basket,True,2596.00146484423,12596.00146484423,25.386616466643396,258,900,25.960014648442304
50.0,0.1,400.0,3,basket,True,2596.00146484423,12596.00146484423,25.386616466643396,258,900,25.960014648442304
100.0,0.08,500.0,4,basket,True,2584.0164062504846,12584.016406250485,25.38218121488208,158,912,25.840164062504844
100.0,0.08,500.0,3,basket,True,2584.0164062504846,12584.016406250485,25.38218121488208,158,912,25.840164062504844
100.0,0.08,500.0,2,basket,True,2584.0164062504846,12584.016406250485,25.38218121488208,158,912,25.840164062504844
75.0,0.08,300.0,4,basket,False,2583.21250000062,12583.21250000062,34.262252149362496,232,1216,25.8321250000062
75.0,0.08,300.0,3,basket,False,2583.21250000062,12583.21250000062,34.262252149362496,232,1216,25.8321250000062
75.0,0.1,300.0,3,per_order,True,2583.013671875642,12583.013671875642,27.737823267902755,238,967,25.830136718756417
75.0,0.1,300.0,4,per_order,True,2583.013671875642,12583.013671875642,27.737823267902755,238,967,25.830136718756417
75.0,0.1,300.0,2,per_order,True,2580.0136718756403,12580.01367187564,27.767394482404683,238,966,25.8001367187564
75.0,0.08,300.0,2,basket,False,2579.21250000062,12579.21250000062,34.30206423321639,232,1216,25.792125000006198
100.0,0.08,500.0,2,per_order,True,2565.610546875563,12565.610546875563,25.81071549606867,177,928,25.65610546875563
100.0,0.08,500.0,3,per_order,True,2556.010156250566,12556.010156250566,26.681704826897356,177,930,25.56010156250566
100.0,0.08,500.0,4,per_order,True,2556.010156250566,12556.010156250566,26.681704826897356,177,930,25.56010156250566
50.0,0.08,300.0,3,basket,True,2542.383984375425,12542.383984375425,20.472231783408272,243,951,25.423839843754248
50.0,0.08,300.0,4,basket,True,2542.383984375425,12542.383984375425,20.472231783408272,243,951,25.423839843754248
50.0,0.08,300.0,2,basket,True,2542.383984375425,12542.383984375425,20.472231783408272,243,951,25.423839843754248
50.0,0.08,500.0,3,per_order,True,2538.3914062504045,12538.391406250405,20.41527102045702,241,869,25.383914062504044
