target,lot,step,max_l,mode,use_trix,net_profit,final_balance,max_dd_pct,harvest_count,total_trades,roi_pct
100.0,0.05,400.0,2,per_order,True,1472.991455078125,11472.991455078125,17.693439435505265,133,1005,14.72991455078125
50.0,0.1,500.0,3,basket,False,1467.9990234380966,11467.999023438097,42.93395387396805,307,1080,14.679990234380966
50.0,0.1,500.0,4,basket,False,1467.9990234380966,11467.999023438097,42.93395387396805,307,1080,14.679990234380966
50.0,0.1,500.0,2,basket,False,1467.9990234380966,11467.999023438097,42.93395387396805,307,1080,14.679990234380966
50.0,0.1,500.0,2,per_order,False,1467.9990234380966,11467.999023438097,42.93395387396805,307,1080,14.679990234380966
50.0,0.1,500.0,4,per_order,False,1467.9990234380966,11467.999023438097,42.93395387396805,307,1080,14.679990234380966
50.0,0.1,500.0,3,per_order,False,1467.9990234380966,11467.999023438097,42.93395387396805,307,1080,14.679990234380966
75.0,0.1,500.0,4,basket,True,1428.0097656255384,11428.009765625538,36.28864599962364,207,885,14.280097656255384
75.0,0.1,500.0,3,basket,True,1428.0097656255384,11428.009765625538,36.28864599962364,207,885,14.280097656255384
75.0,0.1,500.0,2,basket,True,1428.0097656255384,11428.009765625538,36.28864599962364,207,885,14.280097656255384
100.0,0.05,500.0,2,per_order,True,1424.991943359375,11424.991943359375,20.928444689959793,131,984,14.24991943359375
100.0,0.1,300.0,3,basket,True,1401.0073242193903,11401.00732421939,32.38094582993305,182,970,14.010073242193902
100.0,0.1,300.0,4,basket,True,1401.0073242193903,11401.00732421939,32.38094582993305,182,970,14.010073242193902
100.0,0.1,300.0,2,basket,True,1393.0073242193885,11393.007324219388,32.46031091698713,182,969,13.930073242193885
75.0,0.08,500.0,3,per_order,True,1376.8085937504948,11376.808593750495,25.828100356241467,193,889,13.768085937504948
75.0,0.08,500.0,4,per_order,True,1376.8085937504948,11376.808593750495,25.828100356241467,193,889,13.768085937504948
75.0,0.08,500.0,2,per_order,True,1376.8085937504948,11376.808593750495,25.828100356241467,193,889,13.768085937504948
75.0,0.08,500.0,4,basket,True,1339.2039062504628,11339.203906250463,24.028712808006173,179,896,13.392039062504626
75.0,0.08,500.0,3,basket,True,1339.2039062504628,11339.203906250463,24.028712808006173,179,896,13.392039062504626
75.0,0.08,500.0,2,basket,True,1339.2039062504628,11339.203906250463,24.028712808006173,179,896,13.392039062504626
100.0,0.1,500.0,2,per_order,True,1316.0078125006385,11316.007812500638,35.4181120012166,187,897,13.160078125006386
100.0,0.1,500.0,3,per_order,True,1316.0078125006385,11316.007812500638,35.4181120012166,187,897,13.160078125006386
100.0,0.1,500.0,4,per_order,True,1316.0078125006385,11316.007812500638,35.4181120012166,187,897,13.160078125006386
75.0,0.05,300.0,2,basket,True,1308.489990234375,11308.489990234375,19.08833031661651,137,998,13.08489990234375
75.0,0.05,500.0,4,basket,True,1262.993408203125,11262.993408203125,17.34906842183316,134,929,12.62993408203125
75.0,0.05,500.0,2,basket,True,1262.993408203125,11262.993408203125,17.34906842183316,134,929,12.62993408203125
75.0,0.05,500.0,3,basket,True,1262.993408203125,11262.993408203125,17.34906842183316,134,929,12.62993408203125
100.0,0.05,300.0,4,per_order,True,1258.988525390625,11258.988525390625,17.046252077365214,148,1150,12.58988525390625
75.0,0.05,500.0,2,per_order,True,1227.997802734375,11227.997802734375,20.64934054199252,154,950,12.27997802734375
75.0,0.05,400.0,3,basket,True,1215.493896484375,11215.493896484375,17.393746183571004,135,960,12.154938964843751
75.0,0.05,400.0,4,basket,True,1215.493896484375,11215.493896484375,17.393746183571004,135,960,12.154938964843751
100.0,0.1,400.0,3,basket,True,1189.9985351568557,11189.998535156856,30.396065568174357,177,929,11.899985351568557
100.0,0.1,400.0,2,basket,True,1189.9985351568557,11189.998535156856,30.396065568174357,177,929,11.899985351568557
100.0,0.1,400.0,4,basket,True,1189.9985351568557,11189.998535156856,30.396065568174357,177,929,11.899985351568557
75.0,0.05,300.0,4,per_order,True,1179.996582031261,11179.996582031261,21.17085184752103,167,1077,11.79996582031261
75.0,0.05,300.0,3,per_order,True,1178.496582031261,11178.496582031261,21.185622169021695,167,1076,11.78496582031261
75.0,0.05,400.0,2,basket,True,1137.495849609375,11137.495849609375,17.418393954159676,135,957,11.37495849609375
100.0,0.05,500.0,3,basket,True,1112.48486328125,11112.48486328125,18.855236140868268,110,946,11.124848632812501
100.0,0.05,500.0,4,basket,True,1112.48486328125,11112.48486328125,18.855236140868268,110,946,11.124848632812501
75.0,0.08,300.0,3,basket,True,1092.0097656254948,11092.009765625495,24.304960692835607,189,967,10.920097656254947
75.0,0.08,300.0,4,basket,True,1092.0097656254948,11092.009765625495,24.304960692835607,189,967,10.920097656254947
75.0,0.05,500.0,3,per_order,True,1090.496337890625,11090.496337890625,20.344816462796402,155,966,10.90496337890625
75.0,0.05,500.0,4,per_order,True,1090.496337890625,11090.496337890625,20.344816462796402,155,966,10.90496337890625
75.0,0.08,300.0,2,basket,True,1088.0097656254948,11088.009765625495,24.34479180580481,189,967,10.880097656254947
100.0,0.05,500.0,2,basket,True,1071.985595703125,11071.985595703125,19.196000959731084,110,940,10.71985595703125
50.0,0.05,300.0,2,per_order,True,1062.004150390625,11062.004150390625,14.708471989170532,203,977,10.620041503906249
75.0,0.08,400.0,2,per_order,True,1032.014453125521,11032.014453125521,23.59316154052827,199,927,10.32014453125521
75.0,0.08,400.0,4,per_order,True,1032.014453125521,11032.014453125521,23.59316154052827,199,927,10.32014453125521
75.0,0.08,400.0,3,per_order,True,1032.014453125521,11032.014453125521,23.59316154052827,199,927,10.32014453125521
75.0,0.05,400.0,2,per_order,True,959.99951171875,10959.99951171875,20.067714763677575,156,984,9.5999951171875
100.0,0.1,400.0,4,per_order,True,954.0141601569212,10954.014160156921,32.4176799477612,193,934,9.540141601569212
100.0,0.1,400.0,3,per_order,True,954.0141601569212,10954.014160156921,32.4176799477612,193,934,9.540141601569212
100.0,0.1,400.0,2,per_order,True,951.0141601569194,10951.01416015692,32.44690262455841,193,933,9.510141601569194
100.0,0.05,500.0,4,per_order,True,948.489990234375,10948.489990234375,20.45642013296889,134,1036,9.48489990234375
75.0,0.1,400.0,2,basket,True,932.0156250005493,10932.01562500055,32.28856865199429,210,919,9.320156250005493
75.0,0.1,400.0,3,basket,True,932.0156250005493,10932.01562500055,32.28856865199429,210,919,9.320156250005493
75.0,0.1,400.0,4,basket,True,932.0156250005493,10932.01562500055,32.28856865199429,210,919,9.320156250005493
75.0,0.08,400.0,4,basket,True,905.60429687547,10905.60429687547,23.259067382105343,183,927,9.056042968754701
75.0,0.08,400.0,3,basket,True,905.60429687547,10905.60429687547,23.259067382105343,183,927,9.056042968754701
75.0,0.08,400.0,2,basket,True,905.60429687547,10905.60429687547,23.259067382105343,183,927,9.056042968754701
50.0,0.05,300.0,3,per_order,True,886.00537109375,10886.00537109375,15.696817963451243,203,987,8.8600537109375
50.0,0.05,300.0,4,per_order,True,886.00537109375,10886.00537109375,15.696817963451243,203,987,8.8600537109375
100.0,0.05,500.0,3,per_order,True,818.99072265625,10818.99072265625,21.70864930481945,133,1034,8.1899072265625
50.0,0.05,500.0,4,basket,True,780.998779296875,10780.998779296875,16.405813458629332,174,896,7.809987792968751
50.0,0.05,500.0,3,basket,True,780.998779296875,10780.998779296875,16.405813458629332,174,896,7.809987792968751
50.0,0.05,500.0,2,basket,True,780.998779296875,10780.998779296875,16.405813458629332,174,896,7.809987792968751
75.0,0.05,400.0,3,per_order,True,743.9987792968859,10743.998779296886,20.867730713816883,159,1015,7.439987792968859
50.0,0.05,300.0,3,basket,True,700.503662109375,10700.503662109375,16.254976006860062,182,970,7.00503662109375
50.0,0.05,300.0,4,basket,True,700.503662109375,10700.503662109375,16.254976006860062,182,970,7.00503662109375
50.0,0.05,300.0,2,basket,True,696.503662109375,10696.503662109375,16.294816646247853,182,969,6.965036621093749
75.0,0.05,400.0,4,per_order,True,695.4987792968859,10695.498779296886,21.343781026058352,159,1017,6.954987792968859
50.0,0.05,500.0,3,per_order,True,658.00390625,10658.00390625,17.92682171066037,187,897,6.5800390625
50.0,0.05,500.0,4,per_order,True,658.00390625,10658.00390625,17.92682171066037,187,897,6.5800390625
50.0,0.05,500.0,2,per_order,True,658.00390625,10658.00390625,17.92682171066037,187,897,6.5800390625
100.0,0.05,400.0,4,per_order,True,635.489501953125,10635.489501953125,18.638556162382393,138,1091,6.3548950195312495
100.0,0.05,400.0,3,per_order,True,604.490234375,10604.490234375,18.938312198793263,137,1086,6.04490234375
50.0,0.05,400.0,2,basket,True,594.999267578125,10594.999267578125,15.256320065030884,177,929,5.9499926757812505
50.0,0.05,400.0,3,basket,True,594.999267578125,10594.999267578125,15.256320065030884,177,929,5.9499926757812505
50.0,0.05,400.0,4,basket,True,594.999267578125,10594.999267578125,15.256320065030884,177,929,5.9499926757812505
50.0,0.05,400.0,4,per_order,True,477.007080078125,10477.007080078125,16.421587996829665,193,934,4.77007080078125
50.0,0.05,400.0,3,per_order,True,477.007080078125,10477.007080078125,16.421587996829665,193,934,4.77007080078125
50.0,0.05,400.0,2,per_order,True,475.507080078125,10475.507080078125,16.436391115353302,193,933,4.75507080078125
