LotBudget,StepUSD,FreeRollUSD,CashflowUSD,Donchian,TRIX,ProfitUSD,ProfitPct,MaxDD_Pct,ProfitFactor,WinRatePct,Trades,Harvests
0.08,1000,100,250,25,True,479.79,9.6,6.2,2.4,16.0,50,3
0.1,750,80,200,15,True,697.01,13.9,6.2,2.39,15.3,59,5
0.1,750,100,200,15,True,697.01,13.9,6.2,2.39,15.3,59,5
0.06,500,80,250,15,True,612.28,12.2,6.7,2.39,15.5,58,4
0.1,500,80,250,15,True,981.73,19.6,6.5,2.38,16.9,59,6
0.08,750,60,300,15,True,570.19,11.4,7.5,2.38,15.3,59,3
0.1,1200,40,250,15,True,479.46,9.6,5.1,2.38,15.5,58,3
0.1,500,60,200,20,True,888.16,17.8,4.6,2.37,17.9,56,6
0.1,1200,60,400,25,True,677.28,13.5,8.5,2.37,8.0,50,2
0.1,1200,80,400,25,True,677.28,13.5,8.5,2.37,8.0,50,2
0.1,500,100,250,15,True,968.7,19.4,6.5,2.36,16.9,59,6
0.08,300,80,250,15,True,885.64,17.7,8.5,2.36,16.9,59,5
0.08,300,100,250,15,True,885.64,17.7,8.5,2.36,16.9,59,5
0.06,500,40,400,15,True,683.27,13.7,6.3,2.36,16.9,59,2
0.08,1000,100,250,15,True,612.89,12.3,5.8,2.36,15.8,57,4
0.06,500,80,150,20,True,602.97,12.1,3.1,2.36,14.5,55,6
0.06,500,100,150,20,True,602.97,12.1,3.1,2.36,14.5,55,6
0.1,1000,40,150,15,True,551.5,11.0,3.7,2.36,20.0,60,5
0.1,300,80,300,15,True,1059.57,21.2,10.2,2.35,16.9,59,5
0.1,300,100,300,15,True,1059.57,21.2,10.2,2.35,16.9,59,5
0.1,500,80,400,25,True,755.63,15.1,6.7,2.35,17.6,51,3
0.08,750,40,200,15,True,638.62,12.8,3.0,2.35,13.1,61,5
0.1,1000,100,200,25,True,534.1,10.7,5.5,2.35,15.7,51,4
0.06,500,40,300,25,True,534.09,10.7,4.9,2.35,17.6,51,2
0.06,500,60,250,25,True,469.92,9.4,4.2,2.35,17.6,51,3
0.06,1000,100,200,20,True,389.73,7.8,5.8,2.35,17.0,53,3
0.08,750,40,300,15,True,572.82,11.5,6.7,2.34,13.6,59,3
0.1,1000,100,300,25,True,543.21,10.9,7.3,2.34,16.0,50,3
0.1,500,80,200,25,True,754.93,15.1,6.0,2.33,18.9,53,5
0.08,500,60,300,15,True,751.65,15.0,5.5,2.33,16.7,60,4
0.06,300,60,250,15,True,669.07,13.4,6.6,2.33,17.2,58,4
0.1,1000,60,150,15,True,623.8,12.5,4.0,2.33,16.9,59,6
0.1,1200,80,250,20,True,595.73,11.9,5.4,2.33,11.3,53,4
0.08,1200,60,300,25,True,549.65,11.0,7.2,2.33,8.0,50,2
0.1,500,100,400,25,True,742.18,14.8,6.7,2.32,17.6,51,3
0.06,300,60,200,15,True,688.74,13.8,6.7,2.32,16.9,59,5
0.08,1000,100,150,15,True,581.12,11.6,4.2,2.32,16.9,59,6
0.08,500,100,300,25,True,547.73,11.0,7.0,2.32,16.0,50,3
0.06,1000,40,200,15,True,486.72,9.7,4.3,2.32,13.8,58,4
0.06,500,80,250,20,True,480.99,9.6,6.2,2.32,13.5,52,3
0.06,500,100,250,20,True,480.99,9.6,6.2,2.32,13.5,52,3
0.1,300,80,300,25,True,816.44,16.3,8.7,2.31,20.8,53,4
0.08,300,60,200,25,True,760.64,15.2,5.1,2.31,20.4,54,5
0.1,750,40,300,15,True,753.39,15.1,5.7,2.31,10.2,59,4
0.1,500,100,200,25,True,741.48,14.8,6.0,2.31,18.9,53,5
0.06,300,60,250,20,True,654.24,13.1,4.9,2.31,17.0,53,4
0.06,750,80,300,15,True,536.45,10.7,5.2,2.31,10.7,56,2
0.06,1000,80,200,15,True,490.04,9.8,4.6,2.31,15.8,57,4
0.06,1000,100,200,15,True,490.04,9.8,4.6,2.31,15.8,57,4
0.08,300,60,400,25,True,752.77,15.1,5.1,2.3,19.6,51,2
0.06,500,40,300,15,True,531.88,10.6,4.8,2.3,16.9,59,2
0.08,500,40,150,25,True,656.03,13.1,3.6,2.29,16.7,54,6
0.1,300,80,250,20,True,1047.8,21.0,6.3,2.28,18.2,55,6
0.1,300,100,250,20,True,1047.8,21.0,6.3,2.28,18.2,55,6
0.08,300,80,300,15,True,811.8,16.2,8.4,2.28,17.2,58,4
0.08,300,100,300,15,True,811.8,16.2,8.4,2.28,17.2,58,4
0.08,750,80,150,15,True,538.54,10.8,5.0,2.28,15.3,59,5
0.08,300,80,200,20,True,857.09,17.1,5.3,2.27,18.2,55,6
0.08,300,100,200,20,True,857.09,17.1,5.3,2.27,18.2,55,6
0.08,500,40,150,20,True,648.9,13.0,3.6,2.27,16.1,56,6
0.1,1000,60,400,15,True,646.06,12.9,9.3,2.26,14.3,56,2
0.08,750,40,300,20,True,545.47,10.9,7.3,2.26,11.1,54,3
0.06,500,40,150,25,True,518.15,10.4,4.1,2.26,18.5,54,5
0.06,300,60,150,20,True,666.38,13.3,4.2,2.25,18.2,55,6
0.1,1000,40,400,20,True,639.61,12.8,8.0,2.25,17.0,53,2
0.08,500,100,150,25,True,638.34,12.8,3.2,2.25,17.0,53,6
0.06,500,100,250,15,True,578.11,11.6,6.7,2.25,13.8,58,4
0.08,1200,60,250,25,True,516.25,10.3,7.3,2.25,7.8,51,3
0.1,300,80,200,25,True,770.92,15.4,6.2,2.24,20.8,53,5
0.1,750,40,200,20,True,644.53,12.9,5.9,2.24,10.9,55,5
0.06,300,40,300,25,True,561.81,11.2,4.6,2.24,20.8,53,2
0.06,1000,40,250,25,True,400.98,8.0,6.1,2.24,12.2,49,2
0.1,1000,60,250,15,True,646.27,12.9,6.9,2.23,13.8,58,4
0.1,1200,100,250,25,True,443.4,8.9,6.2,2.23,11.8,51,3
0.08,500,60,200,25,True,647.04,12.9,5.5,2.22,18.5,54,5
0.08,500,100,150,20,True,631.64,12.6,3.3,2.22,16.4,55,6
0.08,750,60,150,15,True,526.6,10.5,5.0,2.22,15.0,60,5
0.06,750,40,300,25,True,511.21,10.2,5.7,2.22,9.8,51,2
0.08,1000,40,250,25,True,457.69,9.2,5.8,2.22,17.3,52,3
0.1,1200,60,150,15,True,397.8,8.0,5.6,2.22,12.1,58,4
0.1,750,40,250,15,True,753.91,15.1,3.6,2.21,10.0,60,5
0.06,300,60,300,20,True,593.24,11.9,4.8,2.21,17.6,51,2
0.08,750,80,150,25,True,529.11,10.6,4.9,2.21,15.1,53,5
0.08,750,100,150,25,True,529.11,10.6,4.9,2.21,15.1,53,5
0.1,300,80,200,20,True,858.67,17.2,5.9,2.2,18.2,55,6
0.1,300,100,200,20,True,858.67,17.2,5.9,2.2,18.2,55,6
0.1,500,60,250,25,True,775.92,15.5,6.7,2.2,18.5,54,5
0.08,300,80,200,25,True,724.39,14.5,5.1,2.2,18.9,53,5
0.08,300,100,200,25,True,724.39,14.5,5.1,2.2,18.9,53,5
0.08,500,60,150,20,True,638.38,12.8,3.8,2.2,17.9,56,6
0.1,1000,80,400,20,True,623.96,12.5,8.2,2.2,17.3,52,2
0.1,1000,100,400,20,True,623.96,12.5,8.2,2.2,17.3,52,2
0.1,1000,80,400,25,True,621.15,12.4,8.2,2.2,16.0,50,2
0.06,300,60,150,25,True,571.11,11.4,4.0,2.2,18.9,53,5
0.06,300,40,150,25,True,567.05,11.3,4.6,2.2,20.0,55,5
0.1,300,100,250,25,True,877.68,17.6,6.3,2.19,18.9,53,5
0.08,300,80,400,15,True,767.97,15.4,6.0,2.19,16.4,55,2
0.08,300,100,400,15,True,767.97,15.4,6.0,2.19,16.4,55,2
0.08,300,80,400,25,True,716.52,14.3,5.2,2.19,18.0,50,2
0.08,300,100,400,25,True,716.52,14.3,5.2,2.19,18.0,50,2
0.06,500,80,150,15,True,607.43,12.1,4.3,2.19,15.3,59,6
0.08,750,80,150,20,True,524.0,10.5,4.8,2.19,14.5,55,5
0.08,750,100,150,20,True,524.0,10.5,4.8,2.19,14.5,55,5
0.06,500,80,200,15,True,523.98,10.5,6.7,2.19,15.5,58,4
0.06,500,80,250,25,True,432.45,8.6,6.5,2.19,14.0,50,3
0.06,500,100,250,25,True,432.45,8.6,6.5,2.19,14.0,50,3
0.08,1200,40,150,15,True,280.43,5.6,4.3,2.19,17.2,58,3
0.1,1000,40,300,25,True,526.22,10.5,7.0,2.18,17.3,52,3
0.06,1000,60,250,20,True,404.27,8.1,5.3,2.18,17.3,52,2
0.06,1000,80,250,20,True,404.27,8.1,5.3,2.18,17.3,52,2
0.06,1000,60,250,25,True,403.49,8.1,5.4,2.18,16.0,50,2
0.1,300,60,250,25,True,862.59,17.3,7.4,2.17,20.0,55,5
0.08,500,80,150,25,True,544.04,10.9,4.9,2.17,18.9,53,5
0.1,750,80,250,15,True,580.65,11.6,9.6,2.16,15.3,59,4
0.1,750,100,250,15,True,580.65,11.6,9.6,2.16,15.3,59,4
0.06,300,60,300,15,True,585.65,11.7,4.8,2.15,16.4,55,2
0.08,750,60,150,25,True,517.18,10.3,4.9,2.15,14.8,54,5
0.1,1200,40,250,20,True,436.01,8.7,5.7,2.15,15.1,53,3
0.1,500,80,150,20,True,647.35,12.9,4.1,2.14,18.2,55,6
0.1,750,80,300,15,True,547.14,10.9,9.4,2.14,15.5,58,3
0.1,750,100,300,15,True,547.14,10.9,9.4,2.14,15.5,58,3
0.08,500,80,300,25,True,517.62,10.4,5.6,2.14,17.6,51,3
0.1,1200,60,300,20,True,515.04,10.3,7.3,2.14,11.3,53,3
0.06,750,100,250,25,True,434.93,8.7,6.1,2.14,12.0,50,3
0.1,1200,100,150,15,True,390.44,7.8,6.8,2.14,13.6,59,4
0.06,300,80,250,15,True,615.46,12.3,6.6,2.13,15.5,58,4
0.06,300,100,250,15,True,615.46,12.3,6.6,2.13,15.5,58,4
0.08,500,60,200,15,True,612.32,12.2,3.9,2.13,16.4,61,5
0.08,750,60,150,20,True,512.07,10.2,4.8,2.13,14.3,56,5
0.08,1000,40,300,20,True,483.84,9.7,6.8,2.13,17.0,53,2
0.08,1000,60,300,25,True,479.42,9.6,6.8,2.13,16.0,50,2
0.08,750,80,250,15,True,453.0,9.1,7.6,2.13,15.5,58,3
0.08,1000,80,150,25,True,389.48,7.8,4.6,2.13,15.7,51,4
0.06,300,80,200,15,True,635.13,12.7,6.7,2.12,15.3,59,5
0.06,300,100,200,15,True,635.13,12.7,6.7,2.12,15.3,59,5
0.1,500,100,150,20,True,634.33,12.7,4.1,2.12,18.2,55,6
0.1,1200,60,300,15,True,512.0,10.2,7.3,2.12,10.5,57,3
0.08,1000,80,300,20,True,481.21,9.6,6.8,2.12,17.3,52,2
0.08,1000,100,300,20,True,481.21,9.6,6.8,2.12,17.3,52,2
0.06,750,60,200,15,True,358.85,7.2,5.9,2.12,15.5,58,3
0.1,500,80,200,15,True,793.87,15.9,6.6,2.11,16.9,59,6
0.06,300,40,400,15,True,688.87,13.8,6.3,2.11,16.9,59,2
0.06,300,80,250,20,True,600.62,12.0,4.9,2.11,15.1,53,4
0.06,300,100,250,20,True,600.62,12.0,4.9,2.11,15.1,53,4
0.08,750,100,300,15,True,511.69,10.2,8.1,2.11,13.8,58,3
0.1,1200,80,200,20,True,482.76,9.7,5.5,2.11,11.1,54,4
0.08,1000,60,300,20,True,478.31,9.6,6.9,2.11,17.3,52,2
0.1,1000,40,150,25,True,436.77,8.7,7.0,2.11,18.5,54,4
0.06,500,40,250,25,True,436.33,8.7,5.0,2.11,17.3,52,3
0.06,750,100,150,20,True,369.63,7.4,4.6,2.11,13.0,54,4
0.08,1200,80,150,15,True,390.65,7.8,6.9,2.1,13.8,58,4
0.1,500,100,200,15,True,780.85,15.6,6.6,2.09,16.9,59,6
0.08,300,40,200,25,True,686.91,13.7,5.9,2.09,19.6,56,5
0.08,750,40,150,25,True,498.98,10.0,4.9,2.09,12.7,55,5
0.1,1200,80,300,20,True,498.55,10.0,9.0,2.09,9.6,52,3
0.08,300,40,400,25,True,679.04,13.6,5.9,2.08,18.9,53,2
0.08,300,60,250,25,True,627.63,12.6,7.5,2.08,20.4,54,4
0.1,500,80,150,15,True,622.45,12.4,4.1,2.08,16.9,59,6
0.08,500,60,250,15,True,606.12,12.1,5.6,2.08,16.7,60,4
0.06,500,100,150,15,True,573.26,11.5,4.3,2.08,13.6,59,6
0.1,1200,80,300,15,True,496.52,9.9,9.0,2.08,8.9,56,3
0.08,750,80,200,15,True,455.23,9.1,7.8,2.08,15.3,59,4
0.06,750,60,250,25,True,428.6,8.6,5.0,2.08,13.7,51,3
0.06,750,100,250,20,True,424.69,8.5,7.0,2.08,11.3,53,3
0.1,500,40,250,20,True,730.92,14.6,7.0,2.07,15.5,58,5
0.1,750,80,150,25,True,550.36,11.0,6.1,2.07,15.1,53,5
0.1,750,100,150,25,True,550.36,11.0,6.1,2.07,15.1,53,5
0.1,1200,40,300,25,True,508.76,10.2,7.4,2.07,13.7,51,3
0.1,1200,100,300,20,True,505.01,10.1,7.4,2.07,13.0,54,3
0.1,1200,100,300,15,True,504.65,10.1,7.4,2.07,12.1,58,3
0.08,750,60,250,15,True,441.06,8.8,7.6,2.07,15.3,59,3
0.06,1000,40,250,15,True,384.3,7.7,6.5,2.07,14.3,56,2
0.06,300,80,150,20,True,612.76,12.3,4.9,2.06,16.4,55,6
0.06,300,100,150,20,True,612.76,12.3,4.9,2.06,16.4,55,6
0.1,1200,40,300,15,True,509.36,10.2,7.3,2.06,14.0,57,3
0.06,500,100,200,15,True,489.81,9.8,6.7,2.06,13.8,58,4
0.1,1000,100,250,25,True,418.69,8.4,7.9,2.06,15.7,51,3
0.1,1200,100,150,25,True,369.05,7.4,5.9,2.06,11.5,52,4
0.06,750,100,150,25,True,342.04,6.8,4.6,2.06,13.7,51,4
0.1,500,60,400,25,True,673.78,13.5,8.2,2.05,17.3,52,3
0.1,750,80,400,25,True,651.21,13.0,7.7,2.05,13.7,51,3
0.1,750,100,400,25,True,651.21,13.0,7.7,2.05,13.7,51,3
0.1,500,100,150,15,True,609.43,12.2,4.1,2.05,16.9,59,6
0.1,750,80,150,20,True,545.24,10.9,5.9,2.05,14.5,55,5
0.1,750,100,150,20,True,545.24,10.9,5.9,2.05,14.5,55,5
0.06,750,60,250,20,True,423.49,8.5,5.1,2.05,13.2,53,3
0.1,1200,40,200,15,True,366.64,7.3,5.2,2.05,15.5,58,3
0.06,500,60,200,25,True,362.6,7.3,6.6,2.05,19.2,52,3
0.06,1000,40,200,25,True,335.49,6.7,6.2,2.05,12.0,50,3
0.1,500,60,200,25,True,673.08,13.5,6.8,2.04,18.5,54,5
0.1,1000,80,200,15,True,530.09,10.6,7.8,2.04,17.2,58,4
0.1,1000,100,200,15,True,530.09,10.6,7.8,2.04,17.2,58,4
0.06,750,80,150,15,True,447.56,9.0,4.0,2.04,11.9,59,5
0.08,500,40,400,15,True,693.88,13.9,8.6,2.03,15.3,59,2
0.1,750,80,400,20,True,646.1,12.9,7.8,2.03,13.2,53,3
0.1,750,100,400,20,True,646.1,12.9,7.8,2.03,13.2,53,3
0.08,750,60,200,15,True,443.3,8.9,7.8,2.03,15.0,60,4
0.1,750,60,150,15,True,549.78,11.0,4.1,2.02,15.0,60,6
0.1,300,60,400,25,True,720.68,14.4,7.4,2.01,20.4,54,3
0.06,300,80,300,20,True,539.62,10.8,4.9,2.01,15.7,51,2
0.06,300,100,300,20,True,539.62,10.8,4.9,2.01,15.7,51,2
0.1,750,60,150,20,True,533.31,10.7,5.9,2.0,14.3,56,5
0.06,300,80,150,25,True,517.49,10.3,4.6,2.0,17.0,53,5
0.06,300,100,150,25,True,517.49,10.3,4.6,2.0,17.0,53,5
0.06,300,40,250,25,True,453.72,9.1,4.6,2.0,20.4,54,3
0.06,750,80,250,15,True,410.72,8.2,7.4,2.0,12.1,58,3
0.06,1000,60,200,20,True,340.15,6.8,5.4,2.0,17.0,53,3
0.06,1000,80,200,20,True,340.15,6.8,5.4,2.0,17.0,53,3
0.06,1000,60,200,25,True,338.0,6.8,5.5,2.0,15.7,51,3
0.06,750,100,200,25,True,324.01,6.5,6.2,2.0,13.7,51,3
0.1,750,60,400,20,True,634.17,12.7,8.0,1.99,13.0,54,3
0.06,300,40,300,20,True,507.15,10.1,4.5,1.99,19.6,56,2
0.1,750,80,200,25,True,492.67,9.9,7.3,1.99,15.4,52,4
0.1,750,100,200,25,True,492.67,9.9,7.3,1.99,15.4,52,4
0.06,300,60,200,25,True,469.44,9.4,6.6,1.99,18.9,53,4
0.08,1000,100,300,15,True,446.17,8.9,8.4,1.99,16.1,56,2
0.08,300,80,250,25,True,591.39,11.8,8.6,1.98,18.9,53,4
0.08,300,100,250,25,True,591.39,11.8,8.6,1.98,18.9,53,4
0.08,300,60,300,25,True,548.49,11.0,7.4,1.98,20.8,53,3
0.06,300,40,200,25,True,465.37,9.3,5.8,1.98,20.0,55,4
0.08,1000,100,200,15,True,444.19,8.9,5.9,1.98,15.8,57,4
0.06,1000,80,250,15,True,365.35,7.3,6.8,1.98,16.1,56,2
0.06,1000,100,250,15,True,365.35,7.3,6.8,1.98,16.1,56,2
0.06,300,40,150,20,True,513.76,10.3,4.4,1.97,19.0,58,5
0.1,750,80,200,20,True,487.56,9.8,7.2,1.97,14.8,54,4
0.1,750,100,200,20,True,487.56,9.8,7.2,1.97,14.8,54,4
0.1,750,80,300,25,True,480.02,9.6,8.9,1.97,15.4,52,3
0.1,750,100,300,25,True,480.02,9.6,8.9,1.97,15.4,52,3
0.08,750,100,150,15,True,468.1,9.4,5.0,1.97,13.6,59,5
0.08,1000,60,150,15,True,431.55,8.6,5.9,1.97,16.9,59,5
0.08,1000,80,150,15,True,431.55,8.6,5.9,1.97,16.9,59,5
0.06,300,80,300,15,True,532.03,10.6,5.4,1.96,14.5,55,2
0.06,300,100,300,15,True,532.03,10.6,5.4,1.96,14.5,55,2
0.1,500,40,400,20,True,639.94,12.8,8.2,1.95,14.3,56,3
0.1,750,80,300,20,True,474.91,9.5,9.0,1.95,14.8,54,3
0.1,750,100,300,20,True,474.91,9.5,9.0,1.95,14.8,54,3
0.08,750,80,250,25,True,398.09,8.0,7.5,1.95,15.4,52,3
0.08,750,100,250,25,True,398.09,8.0,7.5,1.95,15.4,52,3
0.1,300,100,300,25,True,690.38,13.8,10.5,1.94,18.9,53,4
0.08,1000,40,250,20,True,400.21,8.0,6.9,1.94,16.7,54,3
0.06,750,60,200,25,True,317.68,6.4,6.0,1.94,15.4,52,3
0.1,500,40,150,25,True,581.71,11.6,4.4,1.93,16.4,55,6
0.08,500,60,150,25,True,493.04,9.9,5.5,1.93,18.5,54,5
0.1,750,60,200,20,True,475.63,9.5,7.4,1.93,14.5,55,4
0.1,1000,40,250,25,True,401.7,8.0,8.4,1.93,17.0,53,3
0.08,1000,80,250,20,True,397.58,8.0,6.9,1.93,17.0,53,3
0.08,1000,100,250,20,True,397.58,8.0,6.9,1.93,17.0,53,3
0.08,750,80,250,20,True,392.98,7.9,7.6,1.93,14.8,54,3
0.08,750,100,250,20,True,392.98,7.9,7.6,1.93,14.8,54,3
0.1,300,60,250,20,True,766.1,15.3,7.1,1.92,19.0,58,5
0.1,300,60,300,25,True,675.29,13.5,9.2,1.92,20.0,55,4
0.1,500,40,200,20,True,628.07,12.6,7.1,1.92,15.5,58,5
0.1,1000,60,400,25,True,537.78,10.8,9.6,1.92,12.0,50,2
0.08,500,80,250,25,True,410.29,8.2,8.6,1.92,19.2,52,3
0.1,1200,60,250,15,True,404.5,8.1,8.6,1.92,10.3,58,3
0.08,1000,60,250,20,True,394.68,7.9,7.0,1.92,17.0,53,3
0.08,1000,60,250,25,True,394.41,7.9,7.0,1.92,15.7,51,3
0.1,500,60,400,15,True,706.16,14.1,10.1,1.91,18.3,60,3
0.08,300,40,400,15,True,681.06,13.6,7.0,1.91,16.4,61,2
0.1,500,80,300,25,True,498.59,10.0,10.5,1.91,19.2,52,3
0.06,750,60,200,20,True,312.57,6.3,6.1,1.91,14.8,54,3
0.1,1000,60,400,20,True,534.4,10.7,9.7,1.9,13.5,52,2
0.08,500,60,300,25,True,466.62,9.3,6.7,1.9,17.3,52,3
0.1,750,60,300,20,True,462.98,9.3,9.2,1.9,14.5,55,3
0.08,750,60,250,25,True,386.16,7.7,7.7,1.9,15.1,53,3
0.1,300,40,400,25,True,670.44,13.4,7.3,1.89,20.0,55,3
0.1,750,40,150,25,True,491.91,9.8,6.0,1.89,11.1,54,5
0.1,1000,40,300,20,True,452.23,9.0,8.3,1.89,16.7,54,3
0.1,300,80,150,25,True,628.57,12.6,6.2,1.88,22.2,54,7
0.08,300,40,250,25,True,553.9,11.1,8.1,1.88,19.6,56,4
0.1,500,100,300,25,True,485.14,9.7,10.5,1.88,19.2,52,3
0.08,750,80,300,25,True,446.57,8.9,6.5,1.88,13.7,51,3
0.08,750,100,300,25,True,446.57,8.9,6.5,1.88,13.7,51,3
0.08,750,60,250,20,True,381.05,7.6,7.8,1.88,14.5,55,3
0.06,1000,80,150,15,True,328.97,6.6,4.7,1.88,15.8,57,4
0.06,1000,100,150,15,True,328.97,6.6,4.7,1.88,15.8,57,4
0.06,1000,40,150,15,True,325.65,6.5,4.4,1.88,13.8,58,4
0.1,1200,40,200,20,True,323.03,6.5,7.2,1.88,14.8,54,3
0.1,300,80,250,15,True,858.57,17.2,6.5,1.87,16.9,59,6
0.1,300,100,250,15,True,858.57,17.2,6.5,1.87,16.9,59,6
0.1,300,100,200,25,True,644.86,12.9,6.4,1.87,18.9,53,5
0.1,500,60,150,20,True,565.49,11.3,4.8,1.87,17.9,56,6
0.08,300,80,300,25,True,512.25,10.2,8.5,1.87,19.2,52,3
0.08,300,100,300,25,True,512.25,10.2,8.5,1.87,19.2,52,3
0.06,500,40,250,15,True,440.36,8.8,6.6,1.87,18.0,61,3
0.1,1200,100,250,15,True,397.14,7.9,8.7,1.87,11.9,59,3
0.08,1000,80,200,25,True,299.99,6.0,6.8,1.87,15.7,51,3
0.1,300,60,200,25,True,629.76,12.6,7.4,1.86,20.0,55,5
0.1,500,80,150,25,True,490.41,9.8,6.2,1.86,18.9,53,5
0.08,750,80,300,20,True,441.46,8.8,6.6,1.86,13.2,53,3
0.08,750,100,300,20,True,441.46,8.8,6.6,1.86,13.2,53,3
0.06,1000,40,250,20,True,336.65,6.7,6.6,1.86,13.5,52,2
0.08,1200,40,200,20,True,301.15,6.0,6.9,1.86,14.8,54,3
0.08,300,40,200,20,True,602.02,12.0,6.1,1.85,17.2,58,5
0.06,750,80,250,25,True,374.99,7.5,6.0,1.85,11.8,51,3
0.08,300,40,400,20,True,592.78,11.9,6.4,1.84,16.4,55,2
0.1,1000,80,400,15,True,524.96,10.5,11.3,1.84,15.8,57,2
0.1,1000,100,400,15,True,524.96,10.5,11.3,1.84,15.8,57,2
0.1,500,100,150,25,True,476.96,9.5,6.2,1.84,18.9,53,5
0.1,1000,80,300,20,True,436.57,8.7,8.4,1.84,17.0,53,3
0.1,1000,100,300,20,True,436.57,8.7,8.4,1.84,17.0,53,3
0.1,1000,80,300,25,True,432.39,8.6,8.5,1.84,15.7,51,3
0.06,500,40,200,25,True,329.01,6.6,7.4,1.84,18.9,53,3
0.1,300,40,300,25,True,636.24,12.7,7.3,1.83,21.1,57,4
0.08,750,60,300,25,True,434.64,8.7,6.7,1.83,13.5,52,3
0.08,750,100,250,15,True,382.56,7.7,8.3,1.83,13.8,58,3
0.06,750,40,250,20,True,371.37,7.4,6.1,1.83,11.1,54,3
0.06,750,80,250,20,True,369.87,7.4,6.1,1.83,11.3,53,3
0.08,1200,80,150,25,True,298.48,6.0,4.9,1.83,9.8,51,4
0.1,750,60,400,25,True,567.64,11.4,9.2,1.82,11.5,52,3
0.08,500,80,150,15,True,485.95,9.7,5.6,1.82,16.9,59,6
0.08,500,100,150,15,True,485.95,9.7,5.6,1.82,16.9,59,6
0.06,1000,100,150,20,True,305.9,6.1,4.8,1.82,17.0,53,4
0.08,300,60,200,20,True,601.89,12.0,6.8,1.81,19.3,57,5
0.08,300,80,150,20,True,536.53,10.7,4.8,1.81,18.2,55,6
0.08,300,100,150,20,True,536.53,10.7,4.8,1.81,18.2,55,6
0.08,750,60,300,20,True,429.53,8.6,6.8,1.81,13.0,54,3
0.08,1200,60,200,15,True,305.64,6.1,7.4,1.81,12.1,58,3
0.08,300,80,200,15,True,654.32,13.1,5.5,1.8,16.9,59,6
0.08,300,100,200,15,True,654.32,13.1,5.5,1.8,16.9,59,6
0.08,300,60,400,20,True,592.65,11.9,7.1,1.8,18.5,54,2
0.06,300,40,300,15,True,496.58,9.9,6.5,1.8,18.3,60,2
0.1,1000,80,150,20,True,418.48,8.4,6.6,1.8,16.4,55,5
0.1,1000,100,150,20,True,418.48,8.4,6.6,1.8,16.4,55,5
0.06,300,80,200,25,True,415.82,8.3,7.3,1.8,17.0,53,4
0.06,300,100,200,25,True,415.82,8.3,7.3,1.8,17.0,53,4
0.08,750,100,200,15,True,384.8,7.7,7.8,1.8,13.6,59,4
0.1,750,60,150,25,True,466.79,9.3,6.1,1.79,13.0,54,5
0.06,300,60,300,25,True,446.77,8.9,6.4,1.79,18.0,50,2
0.1,750,80,150,15,True,416.86,8.3,6.8,1.79,15.3,59,5
0.1,750,100,150,15,True,416.86,8.3,6.8,1.79,15.3,59,5
0.1,1000,40,150,20,True,362.79,7.3,8.4,1.79,17.9,56,4
0.06,500,40,150,15,True,333.15,6.7,4.4,1.79,17.7,62,4
0.1,300,40,400,20,True,626.53,12.5,7.6,1.78,19.3,57,3
0.06,300,60,150,15,True,508.61,10.2,4.4,1.78,16.9,59,6
0.06,300,40,200,20,True,412.09,8.2,7.0,1.78,19.0,58,4
0.1,1000,80,150,15,True,410.2,8.2,7.2,1.78,16.9,59,5
0.1,1000,100,150,15,True,410.2,8.2,7.2,1.78,16.9,59,5
0.06,300,40,250,20,True,400.43,8.0,4.6,1.78,19.3,57,3
0.06,1000,60,250,15,True,324.9,6.5,7.6,1.78,15.8,57,2
0.1,300,60,400,20,True,624.19,12.5,7.7,1.77,19.3,57,3
0.1,300,40,200,25,True,596.69,11.9,7.3,1.77,21.1,57,5
0.1,500,60,250,15,True,506.98,10.1,7.4,1.77,18.0,61,4
0.08,300,40,300,25,True,474.76,9.5,8.0,1.77,20.0,55,3
0.08,1200,80,200,25,True,277.88,5.6,7.3,1.77,9.8,51,3
0.1,750,40,400,25,True,535.34,10.7,9.8,1.76,7.7,52,3
0.1,1200,60,250,20,True,342.74,6.9,7.4,1.76,11.3,53,3
0.1,1200,80,150,20,True,328.48,6.6,5.6,1.75,11.1,54,4
0.08,1000,40,200,25,True,277.89,5.6,7.2,1.74,17.0,53,3
0.08,1000,60,300,15,True,378.92,7.6,9.6,1.73,15.8,57,2
0.08,1000,80,300,15,True,378.92,7.6,9.6,1.73,15.8,57,2
0.1,300,40,300,20,True,592.33,11.8,8.7,1.72,20.3,59,4
0.1,750,60,200,25,True,409.1,8.2,7.6,1.72,13.2,53,4
0.08,500,60,150,15,True,393.05,7.9,4.0,1.72,16.4,61,5
0.1,1000,40,200,25,True,310.18,6.2,8.5,1.72,17.0,53,3
0.1,300,80,200,15,True,628.62,12.6,6.5,1.71,16.9,59,6
0.1,300,100,200,15,True,628.62,12.6,6.5,1.71,16.9,59,6
0.1,1200,100,250,20,True,332.71,6.7,7.6,1.71,13.0,54,3
0.06,1000,40,200,20,True,272.53,5.5,6.7,1.71,13.2,53,3
0.1,300,40,250,25,True,540.62,10.8,7.3,1.7,21.1,57,4
0.1,750,60,300,25,True,396.45,7.9,10.4,1.7,13.2,53,3
0.08,750,40,150,15,True,383.76,7.7,4.3,1.7,13.1,61,5
0.08,500,60,250,25,True,359.29,7.2,9.7,1.7,18.9,53,3
