mode,buffer,sl,step,lock,trades,wr,net,pf,max_dd,min_bal
LIMIT,8.0,30.0,10.0,1000.0,55,12.727272727272727,-1246.4550000001227,0.7595475511160518,4156.620000000046,871.4699999999548
LIMIT,8.0,30.0,12.0,300.0,55,18.181818181818183,-2261.640000000062,0.5511131664658604,3647.5900000000324,1380.4999999999686
LIMIT,8.0,30.0,12.0,500.0,55,14.545454545454545,47.2149999999001,1.0089572484182578,4050.9750000000217,977.1149999999793
LIMIT,8.0,30.0,12.0,800.0,55,14.545454545454545,242.12999999988278,1.045934947781771,3856.060000000039,1172.029999999962
LIMIT,8.0,30.0,12.0,1000.0,55,10.909090909090908,-1306.9800000000796,0.7785211357108227,5405.170000000001,-377.0799999999999
LIMIT,8.0,30.0,15.0,300.0,55,21.818181818181817,-1242.8100000000823,0.7432014430855087,4065.094999999997,962.995000000004
LIMIT,8.0,30.0,15.0,500.0,55,20.0,-2153.315000000144,0.6178949142917751,4975.6000000000595,52.489999999941574
LIMIT,8.0,30.0,15.0,800.0,55,18.181818181818183,-2457.325000000118,0.5831792584048406,5279.610000000032,-251.52000000003136
LIMIT,8.0,30.0,15.0,1000.0,55,16.363636363636363,-3173.9050000001216,0.49382734753762075,5996.190000000036,-968.1000000000349
LIMIT,10.0,15.0,8.0,300.0,52,17.307692307692307,413.9099999999107,1.1036542304629169,3147.9400000000237,1846.2849999999767
LIMIT,10.0,15.0,8.0,500.0,52,13.461538461538462,-20.370000000079017,0.9950986525505103,3582.2200000000134,1412.004999999987
LIMIT,10.0,15.0,8.0,800.0,52,13.461538461538462,454.0749999998716,1.10925769971123,3107.775000000063,1886.4499999999375
LIMIT,10.0,15.0,8.0,1000.0,52,13.461538461538462,454.0749999998716,1.10925769971123,3107.775000000063,1886.4499999999375
LIMIT,10.0,15.0,10.0,300.0,52,19.230769230769234,-270.21500000008587,0.9360918882355799,3152.065000000021,1842.1599999999794
LIMIT,10.0,15.0,10.0,500.0,52,15.384615384615385,-714.4950000000756,0.8391139383021672,3596.3450000000107,1397.8799999999896
LIMIT,10.0,15.0,10.0,800.0,52,15.384615384615385,-724.1000000001225,0.8369511371312492,3605.9500000000576,1388.2749999999428
LIMIT,10.0,15.0,10.0,1000.0,52,15.384615384615385,-724.1000000001225,0.8369511371312492,3605.9500000000576,1388.2749999999428
LIMIT,10.0,15.0,12.0,300.0,52,19.230769230769234,-1213.1250000000646,0.7341873665458842,3732.1500000000196,1262.0749999999807
LIMIT,10.0,15.0,12.0,500.0,52,15.384615384615385,-1667.4050000000543,0.654542327968323,4186.430000000009,807.794999999991
LIMIT,10.0,15.0,12.0,800.0,52,15.384615384615385,-1472.4900000000716,0.694925367568208,3991.5150000000267,1002.7099999999737
